Location,Property Type,Size (sqm),Number of Bedrooms,Number of Bathrooms,Number of Floors,Year Built,Parking Space,Furnished,Proximity to City Center (km),Proximity to Schools (km),Price (RWF)
Muhanga,Bungalow,134,4,3,1,2004,1,0,5.4491180396868515,2.4920411731483276,5416005
Kigali,Apartment,243,3,3,2,1993,1,0,9.624290090391073,3.192224782481578,2245129
Huye,Bungalow,50,1,1,2,2023,0,1,6.756978294074993,3.4757672266942325,1603026
Muhanga,Apartment,227,1,3,2,2008,1,1,4.823697254743675,2.2321514981483013,6771574
Gicumbi,House,134,2,3,1,2021,1,1,7.10469110852376,2.794444803127181,3843576
Nyanza,Bungalow,50,1,3,2,2019,1,1,7.230446547062376,1.3336874444319098,2327640
Rubavu,House,65,5,1,3,2021,1,1,5.681442013325905,2.392635683623174,4359861
Huye,Apartment,175,1,1,3,1993,0,1,2.8255196420466526,1.734398515190123,3047417
Nyamagabe,House,109,2,3,3,1989,1,0,6.863081877551181,2.29377760080485,3977054
Muhanga,Bungalow,168,3,1,2,1999,0,0,1.6522838654710768,2.171219692991144,4489606
Huye,Villa,192,3,2,1,1999,0,0,6.415016949742449,3.3876097002433,2089206
Rusizi,Apartment,190,2,2,1,2004,0,0,6.044885949531298,1.936771799560992,7289105
Rusizi,House,188,1,3,1,2009,0,0,4.171268871198769,1.0208223570797428,5013920
Gicumbi,House,148,4,1,1,1981,1,0,6.3296205625331,1.489781904611016,5398896
Huye,Bungalow,224,2,2,3,2006,0,1,7.961710430423258,2.014611397237603,4060348
Kigali,House,263,5,2,2,1996,1,0,1.7672239126065952,3.3818671365850026,7010392
Musanze,House,109,3,2,1,1984,0,0,5.7327251102203105,1.8770085050437073,1368617
Rusizi,Bungalow,190,4,1,3,1980,1,1,0.7504495434002836,1.0362146006817492,5173091
Kigali,House,241,4,2,1,2010,1,0,1.206196651008213,3.4408579630295453,4415309
Nyanza,Apartment,95,1,3,2,1996,0,0,2.4010400062920887,2.8795745338332006,1532220
Muhanga,Bungalow,113,4,3,1,1980,1,1,2.636996315741509,1.6228736683393554,3974537
Rusizi,Bungalow,128,5,2,1,2013,1,0,2.857858182585214,1.0525268176460072,4986562
Rusizi,Apartment,181,5,1,2,1987,0,0,6.805468392255343,1.099696326922347,6212520
Muhanga,Bungalow,142,5,2,2,1993,1,1,8.10468906355206,2.849629297960644,5262922
Rwamagana,House,147,5,1,3,1994,1,0,3.4128312596114436,1.1705701150221237,6610679
Nyamagabe,House,161,5,3,3,1993,1,1,6.010129532989852,2.4097048453631245,7365309
Kigali,House,88,5,3,1,1999,1,1,2.643200193376239,1.9119014278362778,456926
Rusizi,Villa,66,1,2,3,1999,0,1,5.555386434050886,3.349984318302731,2212394
Gicumbi,Apartment,146,4,3,1,1994,0,1,5.214777949702398,0.7789681034705742,8221166
Rwamagana,House,179,2,2,2,2010,1,0,7.166310369592001,2.965131896369086,3741036
Musanze,Villa,163,3,2,3,1985,1,1,4.457333016306228,1.4921423954094566,5231723
Huye,House,102,3,2,1,1999,1,0,8.431065916638527,2.4087919670723523,2871024
Kigali,Apartment,225,4,2,1,1997,0,0,7.479238398467527,1.647521261835118,19139
Kigali,Villa,163,5,2,2,2007,0,1,7.3448702959107735,1.8868358898215059,3857741
Nyamagabe,Apartment,169,1,1,1,1996,1,0,9.154919304381192,2.9423086371290914,-2600839
Nyanza,Villa,174,5,2,1,2007,0,1,0.8172468070877601,1.506777911351451,1821012
Huye,Apartment,223,5,3,1,1986,0,1,5.089188896111815,2.816398988903183,4694627
Rusizi,Villa,182,4,1,1,2020,1,1,6.88300072948,2.4347738312637737,5363993
Rubavu,House,232,1,3,1,2003,1,0,5.396797631772863,1.5275768376875571,3208184
Musanze,House,204,3,2,2,1990,1,1,3.614929337340298,3.383386249045464,2696725
Rwamagana,Villa,189,5,2,3,1995,0,1,3.896172386045188,1.7937961286689155,4793165
Rubavu,Villa,161,1,1,2,2005,0,0,8.288880309870265,3.7740009467119022,-590067
Kigali,Bungalow,207,3,3,2,2004,1,0,5.605554741111363,3.1430172876999967,2145025
Muhanga,House,158,4,1,1,2014,1,0,6.309931925730721,3.1904044802611633,3981524
Rusizi,Villa,50,3,1,2,1981,1,0,3.1419484209946162,2.9637808746838363,2930370
Muhanga,Villa,150,3,3,2,1999,1,0,8.667159514636431,3.1509590011690163,8276294
Musanze,House,114,3,3,3,2002,0,0,3.790608658209827,3.107486280589443,6629400
Musanze,Apartment,53,4,1,3,1992,1,0,7.534619353865881,1.5768285997006612,1640579
Nyamagabe,Villa,117,4,2,1,2015,0,1,7.548725045193565,0.7692000298701582,1403572
Rusizi,Apartment,50,3,1,3,1996,1,0,7.188701401443743,2.4810678176742087,3142504
Gicumbi,Villa,113,2,1,2,2002,1,0,6.477734094977809,2.608043642738534,138066
Gicumbi,Apartment,176,4,3,3,2005,1,1,4.599821282730016,2.506197790986536,4259581
Rusizi,Bungalow,140,3,2,3,1985,0,0,3.187352502511786,2.5221163744174797,3186777
Rubavu,Villa,139,4,1,2,2014,0,0,7.8851764117666505,0.9750142664760029,2173881
Musanze,Villa,111,5,3,2,1989,0,1,5.277454492797587,0.0,5859697
Rubavu,Apartment,224,5,2,3,2013,0,0,4.492418573797786,1.566079248430467,7100988
Rubavu,Bungalow,184,4,2,2,2020,1,1,2.6804611728985335,3.984538570743383,5075971
Nyamagabe,Villa,144,1,3,1,2011,1,0,5.931225421979188,2.7905417390347207,2399826
Rusizi,Apartment,153,3,2,2,2006,0,0,6.647980212416119,0.5588758518049943,224569
Rubavu,House,196,3,1,3,1988,1,0,6.506404213923414,1.2830351174764347,3253675
Muhanga,Villa,106,5,1,1,1996,0,0,6.709336900353688,1.8412742380417666,5639919
Kigali,Apartment,152,4,3,3,1992,0,1,6.227746471176575,1.702271439028409,4902800
Nyanza,House,85,1,2,2,2023,0,1,5.387261191360773,1.3345870361407919,3048022
Rwamagana,Villa,50,1,1,2,2004,1,1,7.393699273927421,2.1598912438084827,1513778
Nyamagabe,House,157,2,3,3,2010,1,0,6.782978613246424,0.3033568882345916,3592195
Musanze,Apartment,133,1,3,3,2009,1,1,6.890880960705145,0.3753940449395632,5819073
Musanze,House,242,2,3,3,1994,1,1,3.2759391614853612,2.644784725658131,3768563
Rusizi,House,182,4,2,2,2018,0,0,3.710991412330003,2.5454373598241506,69541
Nyanza,Bungalow,101,3,1,3,1992,1,1,3.8039026794845334,2.286479242170148,5264372
Rusizi,House,54,1,1,3,2015,1,1,7.036663532162294,1.648663313621069,2428874
Nyamagabe,Villa,148,1,3,2,1980,0,0,3.6504766310230994,2.3514919266170615,4773669
Musanze,Bungalow,203,2,1,1,2000,1,0,4.096074125622361,4.183517206127023,3999127
Muhanga,Bungalow,159,2,3,1,1981,0,1,3.2099862632926337,1.0633438747664439,2687016
Gicumbi,Apartment,177,3,1,2,1987,1,1,1.029923931560519,1.818743128882638,6660519
Rusizi,Bungalow,132,4,2,2,2002,0,1,3.733852865158937,2.114035248179877,1519748
Rusizi,Apartment,149,3,2,2,1994,1,1,6.020107779459213,4.007480126972123,6506959
Huye,Bungalow,216,2,1,3,1996,1,0,5.821941331165697,2.408862448520684,6158277
Muhanga,House,140,4,3,2,1994,1,1,3.748290380919362,1.3088988072288366,4124454
Musanze,Apartment,180,1,2,3,1986,1,1,4.2027085186075235,0.412686600212983,1243781
Musanze,House,82,2,2,3,1988,1,1,3.7667236951123373,2.278930862592592,279641
Nyamagabe,Apartment,165,5,2,3,1983,1,1,3.4133015200752754,1.6965719476156595,6781548
Rusizi,Villa,236,4,1,1,2008,1,0,6.031531470157758,1.8751213287795083,2503092
Gicumbi,Apartment,149,4,2,1,2010,1,0,3.569271528833317,2.4062115578195185,2983427
Nyanza,Bungalow,172,5,2,1,2009,0,0,4.095471556236739,0.43806413684134893,2670520
Muhanga,Villa,241,1,2,3,1983,0,1,3.542561977580962,3.3437434884078465,5485607
Rusizi,Villa,76,5,1,3,1986,1,1,4.238581019133483,3.730557522968132,2292333
Rusizi,Villa,152,2,3,3,2017,0,1,6.160239950160266,2.0377268453564357,4331716
Rusizi,Apartment,172,2,2,2,2013,1,0,2.5798032067131804,0.6466205527904132,7469589
Nyamagabe,House,50,3,2,2,1996,1,0,7.024699327644091,2.1610183959420057,1640815
Gicumbi,Villa,207,3,2,1,1980,1,1,5.643525242617377,3.308319778981799,6320443
Huye,Apartment,158,5,3,2,1986,0,1,3.0895774783161505,3.2456530950916602,5060354
Musanze,House,108,2,3,3,1983,1,1,4.937707602738574,3.938311833350854,4251425
Kigali,Apartment,90,3,2,2,2003,1,0,6.173929579785679,2.6460702418037845,4154516
Huye,Apartment,153,1,1,1,1993,1,0,6.143135499970159,3.924383365460318,1009815
Muhanga,House,187,1,1,1,2019,0,1,8.534733911525791,3.2572289683497315,325191
Huye,House,218,1,1,3,1987,1,1,6.663335364108254,0.0,5122734
Rusizi,House,147,1,1,2,1993,0,1,7.059630309045248,2.6705665136587284,2143722
Kigali,House,219,5,3,1,2015,0,0,4.615313530357381,0.526750776505901,3723098
Muhanga,Bungalow,99,1,3,1,2004,0,0,7.355073909998065,2.378206242268739,1014868
Rwamagana,Bungalow,184,2,3,1,1989,0,1,5.787500406130847,2.037265754265563,6809933
Kigali,Villa,223,1,3,2,2010,1,0,3.9107631641279115,3.3862113447837054,2408710
Gicumbi,Bungalow,100,3,3,3,2014,1,0,5.074826207556275,1.3267450764339834,1884893
Rubavu,Apartment,172,2,2,2,2005,0,0,2.101377784245953,1.7980924910069316,3922576
Muhanga,House,124,3,2,3,2013,0,0,2.315580269477229,2.238175185446388,7154734
Nyanza,Bungalow,83,4,2,1,1991,1,1,3.6532158808074096,0.9562011871776404,-1066241
Nyanza,Apartment,174,3,1,3,2023,1,0,2.285832266889841,1.6443077889776532,3755865
Gicumbi,House,168,3,3,1,1987,0,1,3.226796203312497,1.4024755765054349,1940996
Nyamagabe,Apartment,179,4,1,3,2005,1,0,5.461485349030542,1.1314773074020112,5919798
Huye,Apartment,126,5,3,1,2023,1,0,3.7204572895605943,1.2254891494557902,4133730
Musanze,Bungalow,181,4,1,1,2020,1,1,4.095811059524221,0.849993685829884,6713132
Nyanza,Apartment,147,1,2,2,1992,1,0,7.339130013335714,1.3010271490929155,3942281
Nyamagabe,Apartment,97,3,2,1,1993,0,1,5.929747724788863,1.8818846793722463,2764621
Rusizi,Bungalow,165,5,3,2,1996,0,0,5.253898652990653,4.657391942743333,5611652
Rwamagana,House,138,1,3,1,1995,0,1,6.317910438288806,3.246365254699568,4402274
Rusizi,House,179,1,1,3,1997,1,1,3.414194970431639,1.4327546377663887,3053007
Huye,House,68,1,1,1,1989,1,0,2.456145457731863,3.283587715157248,2236264
Musanze,House,119,5,2,3,2002,0,1,4.199915705552955,1.4371592959274282,5303341
Musanze,Bungalow,120,3,3,3,2000,1,1,7.198695474536576,2.5200385389976923,6051782
Kigali,Villa,207,2,2,2,2007,0,0,4.1906306938407685,2.6226147516254525,2542310
Rusizi,House,76,5,2,3,2019,1,1,6.002700514834517,2.9585549566107194,5493077
Kigali,House,139,3,1,1,2006,0,1,6.750989549673183,3.567551090027223,1071957
Rusizi,House,141,4,2,3,1992,1,1,3.426622161308414,2.1047537768542908,3972316
Rwamagana,House,151,5,2,2,2002,1,1,7.4121523693106806,2.332542326621945,2558149
Rwamagana,Bungalow,159,5,2,2,2010,0,0,8.906588677702453,2.224929958841323,-364492
Nyanza,Apartment,97,2,1,2,1983,1,1,1.2162713482809462,2.669457909277715,2236243
Rusizi,Apartment,164,3,3,1,2008,1,1,5.546580715845881,0.8443169122043763,3532248
Huye,House,191,4,3,3,2009,0,0,5.430433539614639,3.426273099989386,6501789
Rwamagana,Apartment,173,1,3,2,1981,0,0,4.597774855294387,2.598195240781185,1775933
Gicumbi,Bungalow,95,1,3,2,2005,0,0,3.2557354055604772,1.4306027337227567,-961722
Rusizi,House,242,5,2,1,2018,1,0,6.992958612881252,2.7687457877290975,5526625
Gicumbi,Apartment,176,2,3,3,2005,1,0,6.365741825740743,1.5163480017962394,7854819
Nyamagabe,Bungalow,151,3,3,3,2017,1,1,2.3828526255181357,2.244436664244373,5340197
Nyanza,Villa,148,2,2,1,1989,1,1,7.101712419937544,1.7960553242337631,3213755
Huye,Villa,171,4,1,1,2015,1,0,7.233414789405332,2.4301287448656685,3879108
Rwamagana,Villa,182,1,1,3,2023,0,1,2.781179348032475,2.5589945008607895,4893875
Nyamagabe,Villa,165,2,2,3,2020,0,0,7.039423410933754,2.867808783088967,3475765
Kigali,Apartment,137,1,1,2,2020,1,1,3.519848503478442,4.130842496142312,5288336
Nyanza,House,206,2,1,1,2001,1,0,1.9971019887577763,1.9710064722976743,2457021
Kigali,Villa,159,1,3,2,1997,1,1,2.981892505882947,1.2189694233925037,2435941
Kigali,Villa,137,4,1,1,1999,1,1,5.429099468162931,1.155736698483301,6336656
Muhanga,Apartment,164,1,2,1,1987,0,1,1.095458872982909,1.399572213487836,1537562
Nyamagabe,Villa,170,4,2,3,1990,0,1,5.971068177060341,0.6187516823968116,8403801
Nyanza,Bungalow,180,4,2,2,2016,1,0,4.012876321111053,3.3419676504012923,4116846
Gicumbi,House,263,5,3,1,2014,1,0,4.156129808786852,1.498892475331512,5946238
Rwamagana,Apartment,210,2,3,2,2004,0,1,4.295008640873321,2.5335134369396193,5381690
Rusizi,House,92,2,2,2,2005,0,0,7.090685340725772,4.09321070853478,940637
Rusizi,Villa,182,3,1,3,2015,0,0,1.8831845773674645,1.8711981603070131,3011556
Muhanga,Bungalow,168,5,1,1,1983,1,1,2.9592027455279184,1.3651103670752271,1914938
Nyamagabe,Bungalow,176,2,3,1,2011,1,1,5.63953229635868,1.6351181656154872,3974962
Huye,Villa,186,3,3,1,1994,0,0,7.422439340915494,0.5727166694504651,-776878
Huye,Villa,50,4,1,1,2019,0,0,6.128684049081455,1.8912260215493062,2210879
Nyanza,House,153,2,2,2,1988,1,1,5.446060988952507,1.318785894323144,3494168
Gicumbi,House,235,5,3,2,2016,0,0,5.781994198577024,2.545538530245169,4167358
Rwamagana,Bungalow,177,1,2,1,2021,1,1,2.7524676370483605,2.018983948667151,6492573
Muhanga,House,97,5,1,2,2006,0,1,4.975905042287675,3.1967051530289483,4217764
Musanze,Villa,227,3,3,3,1987,1,1,3.6112749582046857,1.8667329350129407,5419417
Nyamagabe,Bungalow,221,5,1,2,1981,0,0,6.781865095170852,2.629915379938989,3509245
Rwamagana,Villa,307,2,1,2,1990,1,0,4.443322572027419,1.3657171005027702,5559104
Huye,Apartment,184,5,2,3,2016,0,1,5.761268385821677,0.9608530624167368,4073538
Musanze,Apartment,119,5,1,2,1982,1,1,6.660264624783413,1.116895680932195,6383839
Kigali,Villa,228,2,1,3,2006,1,1,7.2688767360174165,1.4124651109044546,4232873
Muhanga,Bungalow,171,5,1,1,1985,0,0,4.9952425145095285,1.3010668554451301,7126697
Kigali,Villa,178,3,1,1,1998,1,0,7.381883916645377,5.180975843640715,2401575
Musanze,Apartment,240,4,1,3,2021,0,0,7.430483940713486,2.0546477621282544,5194073
Rubavu,Villa,147,1,3,1,2014,1,0,6.289483139426418,1.7639620764434842,1742786
Rusizi,House,116,5,3,3,1982,1,1,4.779950525145294,0.8536013626393852,3630047
Gicumbi,Villa,229,1,1,2,2011,0,0,6.5072592653746355,2.4894166772631183,4247913
Gicumbi,Villa,209,4,2,1,2019,1,0,2.136519925356762,2.924316686364003,5204207
Rwamagana,Villa,161,1,2,3,1991,0,0,2.0388483303848997,1.5479870568754572,4890210
Rubavu,Bungalow,182,1,3,2,1982,1,0,5.909823311163304,2.606237488098146,3600686
Rwamagana,Bungalow,123,2,3,3,1992,0,0,5.041787905475832,1.7196511595937165,-1756164
Rusizi,Bungalow,176,1,2,1,1992,1,0,4.821387376206268,1.5974356958788714,2310620
Nyamagabe,House,181,4,2,2,1996,0,1,5.461260198460915,0.907591912499011,5920491
Huye,Apartment,185,5,1,2,1986,1,1,6.268543455220048,2.1499253347418468,3059708
Rubavu,Bungalow,143,5,2,1,1981,0,1,3.3952775427012023,2.6634610325295514,3974201
Rubavu,House,164,1,3,2,1999,1,1,5.96062722642424,0.6786821787854318,5176548
Muhanga,Apartment,220,2,1,2,1982,1,0,3.146001188389329,1.930029505084997,5444403
Rusizi,Villa,183,1,1,2,2004,1,1,7.46853093248613,1.0002130289698397,3258864
Huye,Apartment,150,2,1,1,1993,1,1,5.907006465407188,1.4459922962319882,3605412
Nyanza,Bungalow,50,3,2,3,1988,0,0,3.8409813224203115,2.301528267408802,4783198
Rubavu,Apartment,182,1,1,3,1999,1,1,6.084582256953315,3.701571727968725,1942132
Rusizi,Bungalow,106,4,2,3,1981,0,1,0.4389322142240921,0.9466862737193671,5807627
Gicumbi,Apartment,140,3,3,1,2008,1,0,5.929091941658797,1.9234014998921942,4854402
Kigali,Villa,154,4,1,2,2001,1,1,6.940015310069722,3.5693821076353176,5042970
Gicumbi,House,130,1,1,2,1995,0,1,5.511264617364279,1.9026464500357894,1168553
Kigali,Apartment,158,2,2,2,1982,0,0,2.0702013270134336,3.4619495095109345,2948854
Kigali,Bungalow,231,3,3,1,2023,0,0,7.916833095226561,1.003708675648105,1502661
Musanze,Bungalow,188,2,1,1,1992,1,0,2.5584123592841213,0.7953070838238707,3557838
Kigali,Bungalow,160,5,3,3,2021,1,1,4.144097707747412,2.4174147164272424,3297296
Kigali,Apartment,184,2,1,1,1999,1,0,7.408212045462195,1.9525028351949858,5204752
Rwamagana,Bungalow,137,4,2,3,2017,0,0,4.739828016053676,2.928240385938943,5637120
Muhanga,Apartment,174,1,2,3,1986,1,0,5.590381832282166,1.3176727204451546,2539425
Huye,Apartment,165,4,3,3,1980,1,0,5.534314241999738,1.446255631668735,9429130
Nyamagabe,House,168,3,1,3,2017,0,0,1.9840178383268956,2.3806693862050006,4377036
Rusizi,Bungalow,143,3,1,2,1994,0,1,6.425686360821848,1.149442949594917,5173143
Rusizi,Apartment,266,4,3,3,1996,0,1,4.262924369254897,3.158966029581423,6285356
Muhanga,Villa,145,3,1,3,1981,1,1,4.9653712176419695,1.8132890426775048,4292139
Muhanga,Bungalow,171,2,3,2,2004,0,0,0.5565270617401152,2.2318837695608593,4257302
Huye,Villa,145,1,2,3,1991,0,1,1.852404715004273,3.012602128717453,1025916
Rubavu,House,118,4,2,3,1984,0,0,7.517968148727698,1.8902767077116969,5659782
Huye,Bungalow,78,2,2,2,2010,0,0,9.364760688073606,2.4081112465832644,5481946
Huye,Villa,146,4,1,2,1994,1,0,6.486089495357318,2.3191495653857377,2280097
Rwamagana,Bungalow,74,3,1,3,1983,1,0,2.852040982933176,2.111872870970484,4520325
Rwamagana,Bungalow,149,2,2,2,1985,0,1,4.820256173903141,3.1261469635026433,8126524
Rubavu,Apartment,192,4,3,3,1992,1,0,8.110263552360518,0.39815326424102104,6262524
Kigali,House,208,5,3,1,2002,1,0,2.720339045139622,3.617087134396796,4989508
Nyanza,Apartment,164,4,2,2,2000,1,1,7.3980037430660515,0.5558926755754781,8623993
Nyanza,Bungalow,87,1,3,3,1990,1,0,5.737598453001224,4.0741518930465235,3937602
Rubavu,Bungalow,77,3,1,3,2000,0,1,7.61328816209606,1.4536123965243228,1958294
Rusizi,Apartment,198,5,1,2,2006,1,1,3.8394539276953483,1.4887605931463606,1077542
Rubavu,Apartment,149,2,3,1,2011,1,0,8.321884356291983,2.320389737497064,2496357
Kigali,Bungalow,94,5,3,1,1997,1,1,3.699397423413531,1.6371937993590784,4498774
Muhanga,Villa,127,4,3,1,1985,0,1,8.087767793157418,1.9428167164589722,3546920
Gicumbi,Villa,138,3,3,2,1990,0,0,10.39488835075302,3.502212671453469,364135
Nyamagabe,Bungalow,147,2,3,1,1992,1,1,5.969540458817726,0.412273739614587,677541
Gicumbi,Bungalow,155,1,3,1,1996,1,0,7.032802811041428,2.2825794488357385,1678700
Huye,Apartment,234,1,3,1,1993,1,0,4.068372394356624,2.8331647536659403,2420511
Muhanga,Apartment,150,2,1,2,1999,0,0,5.956154885781437,0.9956341098666566,1633590
Gicumbi,House,185,2,1,2,2003,0,1,6.9535704950431665,1.417493169680641,3104322
Nyanza,Apartment,105,3,3,3,1998,1,0,4.092528241409909,2.2084697370811917,5260034
Nyanza,Villa,69,5,1,1,1998,1,1,3.6703751603167865,2.791954945747571,591848
Muhanga,Villa,171,3,1,2,2011,0,0,4.468435482676646,3.9923775199887492,2796159
Musanze,Villa,127,5,2,2,2004,0,0,6.2090793876383525,0.8289485857555172,4881718
Musanze,Apartment,50,5,3,3,2002,1,0,4.293598824437821,0.40902184396573027,139095
Rwamagana,Bungalow,176,4,2,3,2018,1,1,2.479121753075451,1.9368847784496308,4204697
Huye,Bungalow,152,2,2,1,1983,0,1,4.9951572678987235,0.7367191880213406,4135482
Musanze,Villa,206,2,1,2,2000,1,1,3.2204326144088697,1.6725460496543991,1966876
Rusizi,Apartment,182,2,2,3,2011,1,1,5.492582992470019,1.2325889377384087,3941815
Kigali,Bungalow,146,3,2,2,2018,1,0,3.382546029311789,3.7855705513611664,5270292
Huye,Bungalow,182,1,1,3,1995,1,1,5.227517368512931,1.3084590322367495,3197832
Nyanza,Apartment,98,5,1,3,1985,1,1,3.5348415439965697,3.347901852842699,6899336
Rwamagana,House,169,4,3,2,1985,1,0,3.2028261456507288,2.5900398334283756,4725979
Rubavu,Apartment,98,4,3,3,1995,1,0,5.248906243092321,2.6752301322140415,6928259
Musanze,Apartment,181,2,1,1,2022,0,0,7.692291169504392,1.3974914822500928,5109581
Rusizi,House,176,4,1,1,1988,1,0,8.12311931935779,2.780581311496265,5689409
Rusizi,House,160,4,2,1,2003,0,0,7.301876342893525,2.964600168612531,1374690
Muhanga,House,146,3,3,3,1988,1,1,2.178661187658071,0.5289229235604986,5000936
Gicumbi,House,167,5,3,3,2013,1,1,7.2996221275326665,2.122257002566764,6415915
Huye,Bungalow,186,4,2,3,2020,1,0,4.017167395213485,1.7214347655597533,3103370
Muhanga,Villa,195,1,3,3,1981,0,0,6.492792264362038,3.365444592262358,3571020
Nyamagabe,Apartment,50,3,1,1,1991,0,0,1.936495585438402,0.49471934738447754,4074843
Gicumbi,Villa,79,3,2,1,2001,0,1,8.103977722720664,1.0617057338675804,5605560
Gicumbi,Villa,102,1,2,1,2002,0,1,2.5435906595648516,3.124592189842068,6243659
Rubavu,Villa,185,1,1,2,1985,1,1,3.207199181203727,1.0453803425082708,6308458
Muhanga,House,131,2,2,3,2006,1,1,1.3602855983904067,2.433917706233732,3353123
Muhanga,Bungalow,193,5,2,1,2001,0,1,4.072202811782759,4.745092970274696,2919812
Musanze,Bungalow,246,2,1,2,2017,1,1,4.239508604975368,0.0,4493395
Gicumbi,Villa,87,3,2,2,2021,0,1,2.304622278275074,1.1109266837297043,3650236
Musanze,Villa,161,3,2,2,1986,1,0,1.606769504783415,0.9773030879135454,5858030
Huye,Apartment,90,2,1,3,1992,0,0,5.645680704365103,1.5757777120955256,5108100
Rwamagana,Villa,205,4,2,2,1996,1,0,7.300615022838536,1.3757037875296194,6129777
Rusizi,House,229,1,3,1,2008,1,1,1.2180990015626545,1.6063944545719007,4105001
Rusizi,Villa,123,1,1,1,1984,0,0,5.484343992332739,1.7509729669004952,1317068
Huye,House,84,4,1,3,2006,1,1,4.597411046446141,1.1647811892465856,2199751
Muhanga,Villa,167,1,3,1,2010,0,0,3.431581518493161,2.8291910867013907,5503171
Kigali,Apartment,253,4,1,3,2008,1,0,5.1624945913741405,2.8660520239306004,5882868
Gicumbi,House,118,4,2,2,1996,1,0,3.2405287768018924,1.7470861326494733,7133556
Nyanza,Villa,56,2,3,1,1996,1,1,6.4543124697510015,1.5265360032378987,2299215
Rubavu,Apartment,58,3,3,2,2001,0,0,4.8688821653217405,3.024008272279714,3431623
Kigali,Apartment,133,2,1,2,1989,1,0,8.484536957799257,2.1773523323563713,2430568
Nyanza,Villa,97,5,2,3,2003,0,0,2.8067556028152634,2.45362188253845,1421142
Rwamagana,Apartment,178,4,3,2,1987,0,0,5.713803038244624,3.239287444964763,7305216
Rusizi,House,128,5,3,2,1983,1,1,5.665089451347008,3.3960822730589415,3116566
Gicumbi,Villa,125,4,2,3,2007,1,0,2.8678707404977213,3.316367004480896,6385087
Kigali,Villa,176,1,1,2,1989,0,1,5.337310925917451,3.9590295831937476,4615369
Musanze,Bungalow,261,5,3,3,1990,1,0,5.7154427205128675,0.852008499224082,4790961
Gicumbi,Villa,121,5,3,3,2021,0,1,5.150362732203356,1.775790096801978,924655
Rwamagana,Apartment,131,3,1,2,1985,1,1,1.774322726279673,2.1661296431023156,4904195
Rwamagana,Villa,173,4,3,1,1980,0,1,7.326091688684007,1.7241842179535578,2342002
Kigali,Bungalow,148,5,1,1,2017,1,1,3.63790068754625,3.0098915126491104,5190150
