Location,Property_Type,Size_sqm,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_Floors,Year_Built,Parking_Space,Furnished,Proximity_to_City_Center_km,Proximity_to_Schools_km,Security_Features,Price_RWF
Gacuriro,Villa,87,1,2,2,2003,1,1,2.327375496,1.81798754,1,6298383
Kibagabaga,Bungalow,236,1,3,1,2014,0,1,4.91053841,3.646726733,1,5053082
Kibagabaga,Apartment,101,2,1,2,1981,1,0,6.641674084,2.27458213,1,1746502
Kacyiru,Apartment,107,5,1,2,2019,0,0,6.347443617,2.989655973,1,3801432
Kibagabaga,Apartment,130,5,2,2,1987,1,1,8.439570282,4.588600755,1,6281559
Nyarutarama,Bungalow,163,3,2,1,2017,1,1,7.429315475,0,0,5641315
Gacuriro,Villa,181,5,2,1,1996,0,0,5.039840797,0,0,4609380
Kacyiru,Apartment,61,1,2,1,1981,0,0,4.008490379,1.615765435,0,3871424
Kacyiru,House,56,1,1,2,1987,0,0,4.804400686,2.516924526,0,1395121
Gacuriro,Apartment,179,2,2,3,1982,0,0,2.673676658,2.616930998,1,3450792
Gacuriro,Villa,82,3,3,3,2014,1,1,8.319185896,1.100398936,0,-154571
Kibagabaga,House,218,3,2,1,1988,1,1,2.734701895,1.577932248,0,3393425
Kicukiro,Bungalow,132,5,3,2,2007,1,0,5.377332443,1.854533257,1,6122445
Remera,House,65,4,2,3,1982,1,1,2.619391332,3.976328342,1,5449072
Gacuriro,Apartment,76,5,1,2,2001,0,1,6.915712729,2.231783374,1,4323120
Kibagabaga,Apartment,158,3,2,2,1989,1,0,1.462714661,0.077366273,1,7855410
Nyarutarama,Villa,126,4,1,3,2015,0,0,5.217171265,1.501021241,1,8582957
Nyamirambo,House,191,4,2,2,1999,0,1,6.149611599,0.106055658,1,5402022
Kimironko,Apartment,103,3,2,2,1985,1,1,5.982254299,2.209610138,1,6098780
Kacyiru,Bungalow,97,5,1,1,2017,1,1,2.330028811,1.186324774,1,3266613
Kicukiro,Bungalow,164,4,1,3,1997,1,0,4.412742675,0.745272321,1,660972
Kibagabaga,Villa,192,1,2,1,1981,0,0,3.296594711,0.16452899,1,2797815
Kicukiro,Apartment,161,4,2,1,1995,1,0,3.504468803,3.218227505,1,1461367
Remera,Bungalow,210,1,3,1,1988,1,1,3.467037947,1.865490129,1,1765739
Kibagabaga,Bungalow,151,5,3,1,1989,0,1,4.230404002,0.466282157,1,5024271
Gacuriro,House,190,4,3,2,2017,1,1,4.786372735,1.819703233,1,1322077
Gacuriro,Villa,99,2,2,2,2009,1,0,6.3599283,1.312843478,0,5102998
Gacuriro,House,51,4,1,1,2003,1,1,6.300882879,2.430993827,1,4035677
Nyarutarama,Apartment,174,1,3,2,2014,1,0,9.233719579,3.362568923,1,6297323
Kacyiru,Villa,53,5,3,3,2000,1,0,3.96868934,3.385282235,1,6103676
Nyamirambo,Apartment,223,2,1,3,1989,1,0,3.972800665,1.75122256,1,2499422
Gacuriro,Apartment,148,1,2,2,2012,1,0,7.720345856,4.100795714,0,3830170
Gacuriro,House,227,4,2,2,2018,1,0,5.663807023,2.630797428,1,5371313
Kibagabaga,Apartment,122,1,3,2,2012,0,1,7.681897028,2.356719307,1,470739
Remera,Bungalow,111,3,3,3,1982,1,0,5.687501936,3.540336029,1,3974063
Kimironko,Villa,161,1,3,2,1997,1,0,3.43697439,2.811042493,0,4137294
Kanombe,Apartment,133,5,1,3,1994,0,0,6.601305168,0,1,3200159
Kimironko,Bungalow,176,1,3,2,1992,0,0,6.336367853,2.568987721,1,1941633
Gacuriro,Villa,161,1,1,3,1989,1,0,4.884101594,3.749457225,1,1034064
Kimironko,Villa,119,2,2,1,1987,0,0,2.611294533,1.151902207,1,6973328
Kimironko,House,227,2,3,3,2021,1,0,4.77581802,0.79192553,1,6472348
Nyamirambo,Apartment,94,2,2,3,1998,0,0,0.502871786,1.783327689,0,2302793
Nyarutarama,House,112,4,1,3,1999,1,1,0.612051742,1.707743061,1,5263937
Kanombe,Bungalow,119,1,1,1,1983,1,1,1.4539055,2.199186479,1,1150602
Nyarutarama,Villa,124,5,1,1,2003,1,0,4.506238475,1.801988024,0,2152391
Kicukiro,Villa,85,1,2,3,2011,0,1,3.536480095,0.435695919,1,-1863488
Remera,House,120,5,2,1,1986,0,1,4.317053411,3.125438265,0,4533858
Gacuriro,Villa,204,4,1,1,1983,0,1,5.079198552,3.11836211,0,4152192
Nyamirambo,Bungalow,113,1,1,3,2019,1,1,7.718633674,2.619733642,1,4516297
Gacuriro,Villa,163,5,1,3,1996,0,0,5.684725502,1.986232139,1,1034391
Kibagabaga,Villa,209,1,1,3,2005,0,1,3.854038174,1.53516489,1,6300707
Kicukiro,Bungalow,186,2,3,3,1992,1,1,5.034144451,0.379266988,1,5616855
Kimironko,Villa,116,5,3,1,2000,0,1,4.649122152,1.842909322,1,8456371
Kicukiro,Bungalow,158,4,2,3,2021,1,0,5.986011664,4.554646667,1,6645250
Kanombe,House,235,4,1,1,2009,1,0,6.826016478,1.875956373,0,1422090
Kimironko,Villa,102,3,1,3,1993,1,0,5.403438186,2.26649131,0,5977699
Kanombe,Villa,197,1,2,3,1981,0,0,3.980575821,2.670790911,0,4280920
Nyarutarama,House,93,4,2,2,2022,1,0,10.46952367,2.978616638,1,1219457
Kibagabaga,Apartment,211,4,2,2,2014,0,1,9.45868953,2.010089326,1,5200396
Kacyiru,House,101,2,3,1,1992,1,0,4.415188435,3.444957982,0,5179789
Kimironko,Bungalow,187,5,2,2,1981,0,1,4.689400822,2.932960199,0,6124900
Remera,Apartment,166,3,3,3,2019,1,1,4.179999498,0.977785434,0,4939799
Nyamirambo,Villa,228,2,1,2,2011,0,1,3.816987321,2.003522889,1,7715837
Gacuriro,Bungalow,50,5,1,3,2016,0,0,5.138018548,2.728079752,1,2996343
Nyamirambo,Bungalow,91,4,3,3,1995,1,0,5.637348281,2.482091961,1,666852
Nyamirambo,Bungalow,99,5,2,1,2021,1,1,7.301760292,1.05903283,1,4130518
Kicukiro,Villa,224,4,3,1,1991,1,0,6.85567443,0.859104328,1,5553092
Gacuriro,Villa,144,5,2,2,2003,0,1,8.525161577,2.288172687,1,6616104
Kibagabaga,Bungalow,117,4,3,2,1999,1,0,5.426108241,0.839544513,1,1799604
Gacuriro,House,50,5,3,2,2018,1,1,3.954833578,0.605775004,1,6566082
Kicukiro,Bungalow,209,3,1,3,1999,1,1,6.01776402,2.978026988,0,3212072
Nyamirambo,Bungalow,249,5,1,1,2013,0,0,3.898479217,1.943522927,0,2491276
Kimironko,Bungalow,160,4,1,3,2007,1,1,5.772363629,2.682865518,0,7064833
Remera,House,154,4,2,3,1999,0,1,5.861508815,2.398554196,1,6207894
Kanombe,Villa,122,3,3,3,1982,1,0,6.894760438,0.844099122,0,2586084
Kacyiru,House,142,2,3,1,2000,1,1,5.414853162,2.201343254,1,4332034
Nyamirambo,Apartment,93,2,3,1,2003,1,1,4.327565855,2.836572398,0,3053418
Gacuriro,Bungalow,152,3,3,1,2008,1,0,4.521311193,0.969119238,1,164127
Gacuriro,House,166,4,2,2,1992,1,0,7.136184277,1.266975764,0,5540422
Kicukiro,Bungalow,109,1,1,3,1990,1,0,7.782095041,1.209715764,1,4235668
Kanombe,Apartment,112,2,1,1,2013,0,0,6.730261713,2.374550278,1,2917689
Remera,Villa,179,2,1,2,2011,1,0,1.451566747,0,1,3366401
Kibagabaga,Apartment,191,4,3,1,2013,1,1,8.16990603,1.912195467,1,8890853
Remera,Bungalow,141,1,3,3,2005,1,1,7.846974394,3.592911825,1,5724384
Nyarutarama,Apartment,136,4,1,2,1998,1,1,5.730627497,1.51563963,0,4609186
Kicukiro,Apartment,121,1,3,1,2002,0,1,7.303907388,2.787507078,0,3311594
Kimironko,House,141,1,2,3,1993,1,1,6.084352609,2.42810582,1,4460209
Gacuriro,Bungalow,84,3,3,3,1991,0,0,5.017249492,0.310623708,1,6774505
Kacyiru,Bungalow,182,3,3,3,2014,0,0,4.608630761,1.489098236,1,8079474
Kanombe,Villa,182,2,1,1,1992,1,1,2.862433584,4.62849664,1,5186939
Remera,House,181,5,3,1,1996,0,0,1.7799839,0.907527686,1,4334107
Gacuriro,House,163,1,1,3,2015,1,1,6.784985937,0.894811837,1,3838506
Remera,Apartment,150,4,2,3,1999,0,0,5.388283551,0.879242487,1,3803873
Kanombe,Apartment,178,2,2,1,2001,0,0,3.843783603,1.664923354,1,2903415
Gacuriro,Villa,97,2,1,1,1994,1,0,2.440783782,0,0,1489336
Kimironko,Villa,176,4,2,3,2010,1,1,6.34970357,2.029512861,1,6254923
Kimironko,Villa,142,1,1,3,2023,1,1,3.49033854,2.843729295,0,1040037
Kibagabaga,Apartment,111,1,2,1,2001,0,1,4.029389988,2.390989918,0,4532931
Kibagabaga,Apartment,112,5,2,1,1997,0,1,5.840709212,0.893644235,1,3359511
Gacuriro,Bungalow,180,1,3,2,2022,1,1,5.998378683,0,1,5342978
Kacyiru,Apartment,206,5,3,2,2017,0,0,4.514854617,1.025492426,0,2593801
Nyamirambo,Villa,138,3,3,2,1986,1,0,3.24317408,1.610370779,1,4134669
Nyarutarama,Bungalow,145,1,1,1,2023,1,0,4.965664977,2.029659757,1,4308353
Kimironko,Apartment,180,1,1,1,1999,1,1,4.972614429,1.316082348,1,4785850
Remera,Bungalow,175,5,1,1,1998,1,1,4.949045011,3.201307566,1,1908636
Remera,House,269,1,3,1,2010,1,1,2.274803705,0.854953168,1,2151076
Kacyiru,Villa,222,1,3,1,2003,1,0,4.858930593,3.820440437,1,3252036
Kimironko,Apartment,256,2,3,3,1981,1,1,4.60579768,1.046063294,0,5305349
Gacuriro,Villa,178,2,2,1,1999,1,1,4.072269174,1.883972789,1,1797010
Gacuriro,House,113,1,2,1,1987,1,0,8.731070482,3.67571698,1,3186530
Nyarutarama,Villa,71,3,1,1,2014,1,1,5.292161712,2.604022889,1,-1285461
Gacuriro,Bungalow,227,4,1,2,1986,1,0,5.694531377,3.462380492,0,2719337
Kanombe,Apartment,131,2,3,2,2005,0,1,2.878915148,1.637076048,0,3487698
Nyamirambo,House,153,3,3,3,1983,1,0,3.848350942,0.625583809,1,3398653
Remera,House,70,2,1,3,1982,0,1,1.640277143,0.786019356,0,3900041
Kibagabaga,House,221,3,2,3,1981,1,1,0.540797719,1.594153003,0,4350162
Nyarutarama,Villa,102,1,3,3,2013,0,1,6.929192882,0.657460749,1,3068031
Nyamirambo,Apartment,203,5,3,3,1989,1,1,6.69828452,0.821193034,1,4644185
Kimironko,House,147,2,1,3,1988,1,1,0.590539765,1.600053025,0,6733912
Kicukiro,House,145,4,3,2,2016,1,1,4.899133562,2.131779741,1,4128899
Remera,Villa,167,5,3,3,1993,1,0,8.520233888,1.787438898,1,11789677
Kimironko,House,146,5,1,1,2015,0,1,5.142665913,1.469564529,0,6227961
Kibagabaga,House,223,4,3,1,2002,1,1,8.513112259,2.237023341,0,4849667
Remera,House,222,2,1,1,2005,1,0,4.595055376,1.121688382,1,5039762
Nyamirambo,Villa,169,3,1,3,1997,0,1,6.152806533,0.211408517,1,6710531
Kanombe,Villa,211,4,3,3,2018,0,1,6.525136247,2.189053704,1,5539231
Kanombe,Villa,62,1,2,2,2020,0,1,3.117917349,0.443910333,0,-392013
Gacuriro,Apartment,112,5,3,3,1992,0,1,5.258926734,0.265327784,1,7410159
Gacuriro,Apartment,149,2,2,2,2023,0,1,6.796003998,1.900820521,1,2778899
Kicukiro,Bungalow,129,1,1,3,1996,0,0,2.772136003,1.86998204,1,3943887
Kicukiro,Apartment,135,4,3,2,1984,1,0,7.943718111,3.590143999,1,5630054
Kimironko,Bungalow,155,5,1,1,2021,0,0,7.354071667,2.426260407,1,4006857
Remera,Bungalow,188,3,1,1,2015,1,1,8.26296952,0.774327455,1,2147829
Remera,Villa,195,2,2,1,1982,1,1,1.789809306,2.541487953,0,2569075
Kacyiru,Apartment,122,2,2,3,1997,1,0,7.532681429,0.828041666,0,-451920
Kibagabaga,Apartment,229,4,2,2,2003,1,0,7.404082375,2.304440343,0,5470872
Kacyiru,Villa,211,4,1,1,2003,1,0,7.04080871,1.712980761,1,4495183
Nyamirambo,House,249,1,1,1,1991,1,0,3.430804049,0.787970627,1,4273346
Remera,Apartment,163,4,3,1,1999,1,0,8.271663322,2.298592447,1,6740985
Nyarutarama,Villa,107,5,2,1,1980,1,1,3.515618635,2.815467739,1,7474985
Gacuriro,House,141,1,1,2,2022,0,0,6.152356736,2.539660475,0,1951594
Kibagabaga,House,68,2,1,3,1983,1,1,4.735418557,2.027453948,1,1722363
Kicukiro,Bungalow,178,1,2,3,2006,0,1,5.227802621,1.946110355,1,296383
Kanombe,Apartment,96,5,2,3,1984,0,1,6.649929285,2.092357607,1,2668180
Nyarutarama,House,57,1,3,2,2014,1,0,7.617292145,1.951196639,1,5648342
Kicukiro,Villa,97,5,3,1,2005,1,0,4.771550214,1.44333415,1,1729268
Kacyiru,Villa,243,4,3,3,1985,0,1,6.031034018,2.215311079,1,6618044
Remera,House,108,4,2,1,2023,0,0,5.167568017,2.610420545,0,2972294
Kibagabaga,House,118,4,3,1,2005,0,0,4.20057079,2.277706206,0,2992739
Nyarutarama,Apartment,193,1,3,1,2023,1,1,4.568266266,3.799352626,1,1380354
Nyamirambo,Apartment,148,2,1,3,2000,0,0,1.675687814,1.994491342,0,3107933
Kibagabaga,House,165,2,1,3,1996,0,1,7.74002903,4.220625018,0,3781172
Gacuriro,House,106,5,3,2,2005,0,0,5.994783961,0.872479226,1,2549646
Remera,House,136,5,1,3,1990,1,0,5.401519694,1.592278662,1,6932940
Nyarutarama,Villa,203,4,1,3,1984,1,0,3.708900437,1.543512865,1,8669136
Kicukiro,House,74,4,2,2,2021,1,0,5.157291011,2.670156782,1,3791977
Nyamirambo,Apartment,137,1,2,2,1997,1,0,6.918753476,1.378979222,1,9078604
Nyamirambo,Apartment,133,5,3,2,2012,0,0,3.699917765,1.59408404,1,3870727
Nyarutarama,Villa,69,5,3,3,1994,1,0,3.84163088,1.027419504,1,4617097
Nyarutarama,Bungalow,198,1,3,1,1990,1,0,0.369353292,3.11598714,1,5348684
Kanombe,House,92,2,3,1,1995,1,0,3.048153583,1.252384558,0,7097107
Kimironko,House,169,4,2,1,1980,0,0,4.510190343,0.868576303,1,5382697
Nyarutarama,Apartment,152,3,3,1,1989,1,1,10.45438257,1.640616854,1,391036
Remera,House,186,5,2,1,2016,0,1,7.091436927,2.138012809,0,6824768
Kacyiru,House,259,4,1,2,1988,1,0,0.111237071,1.959169627,0,7333441
Remera,Villa,89,5,3,1,2008,1,1,4.474208049,2.363078876,1,4042934
Kibagabaga,Bungalow,230,5,2,1,2013,1,0,7.817528547,1.622868942,1,6815357
Nyarutarama,Apartment,208,1,2,2,2021,0,1,2.617429938,2.634929002,0,1774640
Nyarutarama,Bungalow,159,4,1,1,1992,0,0,7.58553158,0,0,3594193
Nyarutarama,House,169,4,1,3,2003,1,0,7.68395168,1.019111066,1,2571163
Kicukiro,House,88,1,2,2,2019,0,1,4.217133976,1.496524152,0,279577
Kibagabaga,Bungalow,151,5,1,1,2021,0,0,4.893009832,0,0,4417512
Kacyiru,Apartment,153,5,1,2,2007,0,0,5.31027467,1.982664716,1,6316025
Kanombe,Villa,130,5,2,2,1993,0,1,3.809249964,0.154310644,1,4281311
Kicukiro,Villa,180,4,2,2,2010,1,1,4.547037984,0.227669981,0,7949929
Remera,House,245,3,1,1,2023,1,1,6.543741451,2.335551402,1,3414023
Nyamirambo,House,197,1,1,3,2005,0,0,5.804988205,2.60651549,1,2235449
Kacyiru,House,178,5,1,3,1983,1,1,4.618506712,1.628068761,1,2904585
Kicukiro,Apartment,143,2,3,2,2021,1,0,2.137129884,3.192803832,1,4288130
Kicukiro,Bungalow,134,3,3,2,2001,0,0,5.522892064,2.261059986,1,-211447
Gacuriro,Bungalow,188,5,2,1,2000,1,0,5.334641071,3.249859705,0,7146290
Gacuriro,House,212,4,3,3,2000,1,1,2.64265199,1.603698782,1,6036096
Kibagabaga,House,132,5,3,2,1994,0,0,1.842146273,1.102819374,0,4719472
Kicukiro,Villa,217,2,2,2,2000,1,0,7.668528706,2.980268939,1,5457477
Nyarutarama,Bungalow,195,4,1,3,2006,1,0,4.448893687,1.236738005,1,4054375
Kicukiro,Bungalow,236,1,2,3,1986,0,0,8.418445422,2.433427794,1,331372
Remera,Villa,75,3,1,2,1994,0,0,7.571156649,1.124983987,1,8540962
Nyarutarama,Villa,157,5,2,2,2009,0,1,7.29688736,2.043020866,1,3641336
Nyarutarama,Bungalow,202,1,1,3,2016,1,0,3.274824297,3.364964326,0,392159
Gacuriro,Villa,167,1,3,2,1980,1,0,4.398333266,1.028555993,0,42536
Kanombe,Villa,145,2,3,2,1987,0,1,6.751865965,2.166690949,1,6796992
Nyamirambo,Villa,112,2,1,2,1984,1,1,2.318422234,1.423564067,1,-2252981
Remera,House,199,5,2,2,2005,1,1,4.946066838,3.311233004,1,3444120
Nyamirambo,Villa,192,2,2,1,2007,0,1,3.790169525,0.7114466,0,3352749
Kicukiro,Bungalow,228,4,1,2,1996,1,0,3.679801565,3.42748499,0,5266156
Gacuriro,House,85,3,1,1,2008,1,0,6.846064344,1.70261527,1,251297
Kacyiru,Villa,208,1,1,1,2009,1,1,5.816175097,0,1,1942156
Kibagabaga,House,150,1,1,3,1980,1,0,4.440686573,4.520019663,0,3599505
Kibagabaga,Bungalow,52,1,3,3,2004,1,1,6.630524833,2.993636893,1,1138448
Nyarutarama,Villa,127,1,2,2,1992,0,0,3.186759306,1.227851472,1,664202
Kicukiro,Bungalow,183,1,2,1,1988,0,0,6.804371436,3.761206247,0,4568127
Remera,Villa,160,4,3,1,1982,0,0,4.031092186,1.317830337,1,1762770
Kicukiro,House,131,3,2,2,1999,0,1,4.09348816,2.42693372,0,3295118
Nyamirambo,House,156,3,1,3,2011,1,1,2.006868776,2.188079519,1,5819179
Kimironko,Apartment,113,5,3,2,1985,1,1,5.356708961,1.542671549,1,8835980
Kibagabaga,Apartment,165,5,2,1,2013,1,0,8.875343616,0.997645275,1,4546574
Gacuriro,Bungalow,176,3,2,2,1994,1,0,2.849204748,1.373565531,1,460125
Kacyiru,Bungalow,147,2,2,3,1980,1,1,4.865302074,2.940592648,0,1196054
Nyamirambo,Apartment,114,5,2,2,1985,0,1,3.365994581,1.289721952,1,8131570
Nyamirambo,Bungalow,102,4,2,1,2013,1,1,5.473563689,1.073811959,1,3439403
Kacyiru,Villa,149,3,1,3,1988,0,0,5.60788775,2.173735547,0,7270503
Kicukiro,Bungalow,110,4,3,1,2007,1,1,6.159011941,2.775116914,1,3338761
Kibagabaga,Apartment,199,5,2,3,2020,0,0,4.943222673,1.954422688,1,7076915
Gacuriro,Villa,185,5,1,3,2019,0,0,4.858751224,1.57018889,0,4602749
Kicukiro,House,60,2,1,1,1984,1,0,5.749247892,1.871762062,1,5031562
Kibagabaga,House,171,5,1,3,1997,1,1,5.630485071,3.365233151,0,5417625
Gacuriro,Apartment,192,5,3,3,1990,1,1,7.566341131,2.229904412,1,4884471
Kibagabaga,Villa,131,5,2,3,1997,0,1,3.20823564,2.395295716,0,7363838
Nyarutarama,Apartment,135,2,3,1,1997,1,1,3.499768207,2.370819122,0,2717047
Kicukiro,House,119,5,3,3,2002,0,1,5.091169676,2.699907613,0,2457018
Kibagabaga,Villa,131,3,2,1,1983,1,1,2.241377362,1.281231164,1,4552965
Gacuriro,Villa,97,4,2,1,2016,0,0,4.915553745,2.552241502,1,2867907
Kacyiru,House,207,1,2,1,1986,1,1,10.71790382,1.055917088,0,2367156
Kanombe,Villa,160,4,3,1,2020,1,1,2.707741639,4.577631978,1,5126630
Kacyiru,Apartment,164,4,1,3,1985,1,1,3.460875157,3.437227658,1,4940455
Kacyiru,House,150,4,3,1,1993,1,1,6.338516995,2.73483862,1,9227347
Gacuriro,Villa,163,4,1,2,1982,0,0,6.238489886,1.979869376,1,7645388
Kicukiro,Bungalow,216,2,1,3,2005,1,1,6.637216862,1.348886796,0,4828863
Kicukiro,Villa,146,4,3,3,2006,1,1,4.256407121,0.653852914,0,6634498
Kibagabaga,Bungalow,170,1,1,2,2019,1,0,6.867450064,1.703794441,1,2642731
Kicukiro,Villa,187,4,3,3,1982,1,0,6.126688108,1.581471859,1,6239275
Kacyiru,House,112,5,1,1,1982,0,1,6.472168263,2.548062527,1,4170205
Kacyiru,Apartment,108,1,1,2,2003,1,0,2.988359216,3.371210879,1,-1050959
Kimironko,Villa,175,1,3,3,1984,1,1,6.10929762,2.814486288,1,2282236
Nyarutarama,Villa,151,1,2,3,2003,0,1,4.139320366,2.48282586,0,3049562
Remera,Apartment,123,3,1,1,2006,1,0,8.312842795,2.469505997,1,4649670
Kibagabaga,Apartment,79,1,3,1,2007,1,0,4.02063253,0.727711869,1,3600130
Kanombe,Bungalow,123,5,3,3,1994,0,1,0.042865696,3.969084281,0,3300825
Remera,House,207,2,3,1,2017,0,0,1.737017821,1.415577952,1,5329333
Gacuriro,Apartment,143,3,2,2,1994,0,1,6.230122729,0.186018674,1,3864329
Nyarutarama,Bungalow,196,4,2,3,2016,1,0,5.610614337,1.735459693,1,7263828
Kanombe,Villa,124,3,3,2,1986,1,0,6.691499481,1.680538372,1,3016138
Gacuriro,Bungalow,155,4,2,2,1996,0,0,8.257265276,2.337623137,1,5112305
Kimironko,Villa,145,2,2,1,2012,0,0,5.529761988,1.718646992,1,3469381
Nyamirambo,Bungalow,119,2,3,1,2009,1,0,5.690759681,2.079787352,0,2106357
Remera,House,74,4,3,3,2016,0,0,8.873491831,2.363200739,1,7116540
Kanombe,Bungalow,141,5,2,3,2006,0,0,5.71266257,3.517606993,1,-292429
Kibagabaga,Bungalow,131,4,1,2,2018,0,0,5.117817011,2.489957258,0,6475575
Kicukiro,Apartment,73,4,2,2,1991,1,0,6.785531207,1.363949209,1,4390760
Nyarutarama,Bungalow,169,2,2,3,2001,1,1,1.367052621,0.941246912,0,5293163
Gacuriro,Apartment,190,4,2,2,1994,1,1,3.08154378,2.771602666,0,9536364
Kacyiru,Apartment,125,3,2,3,2012,1,0,4.331457672,0.034520588,1,4481023
Kanombe,Villa,170,2,1,2,2020,0,1,8.645096918,1.697636367,0,40052
Nyamirambo,House,137,2,1,2,2006,1,0,4.22580289,3.194320732,0,414352
Kicukiro,Apartment,83,5,1,1,2001,1,1,2.529897297,2.085045527,1,2567660
Kicukiro,Bungalow,126,1,2,3,2022,0,1,6.820691049,1.096079962,1,5058098
Gacuriro,Bungalow,50,1,3,3,2007,0,0,4.145363802,2.372798204,1,1335653
Kanombe,Bungalow,52,4,3,1,1996,1,1,0.215985981,2.818988434,0,1713234
Nyamirambo,House,145,3,2,3,2002,0,1,2.04506859,2.46220763,1,5273900
Nyarutarama,Bungalow,159,2,2,2,1994,1,1,7.068795822,2.705751674,1,853431
Nyamirambo,Bungalow,173,1,2,1,1983,1,0,1.917975578,1.491786858,1,2429316
Kanombe,House,72,1,1,2,2001,0,1,5.289932169,2.392559571,0,1923780
Kanombe,Bungalow,188,1,3,1,2019,0,1,7.36619892,1.775286981,1,3780438
Remera,Bungalow,111,5,2,1,2003,1,1,5.27508337,1.407764853,1,3803232
Kibagabaga,House,99,2,3,3,1993,1,0,0.856096806,2.491794734,1,4893803
Nyarutarama,Bungalow,263,2,3,2,1985,1,0,8.249970664,1.717946804,1,8016613
Kimironko,House,103,2,1,2,1981,1,1,2.256270514,0.307665985,1,8656134
Gacuriro,Bungalow,185,5,2,3,2005,0,0,9.025342224,0.985801969,1,5583451
Kacyiru,House,114,2,3,2,2000,0,0,2.65012158,4.451148558,0,2051840
Nyamirambo,House,225,2,3,2,1993,0,1,5.898389336,2.004183462,1,1382997
Kanombe,Bungalow,213,1,1,3,1985,1,0,2.290961533,0,0,4320017
Remera,House,171,1,3,1,2000,1,0,3.399711473,3.04736564,1,4994536
Kimironko,Villa,225,1,3,1,2015,0,0,5.469869375,1.014495971,0,2958732
Remera,House,190,3,2,3,2017,1,0,1.74706673,1.812705068,0,3950294
Kicukiro,House,157,4,1,3,1991,1,1,6.903180698,0.865939746,0,3697949
Kanombe,Bungalow,161,2,2,1,2017,1,0,5.207722082,0.06073929,1,7802041
Nyarutarama,Bungalow,79,1,2,2,1994,1,0,3.704983634,1.249110909,0,1787104
Kibagabaga,Villa,180,1,3,2,1982,0,1,4.562211285,1.103155707,1,7930889
Kibagabaga,Bungalow,114,3,3,1,2004,0,1,4.990364965,2.559483451,0,2949347
Kanombe,Villa,90,1,1,1,2013,1,0,8.084737658,1.878994284,1,2694301
Nyarutarama,Apartment,102,4,1,2,1995,0,1,3.130232495,2.285234298,1,8802293
Nyarutarama,Villa,85,1,3,2,1980,1,1,4.244478797,1.660238052,1,4451074
Kicukiro,Villa,167,5,3,1,2016,0,0,10.02923965,2.149290362,1,8287594
Remera,Villa,141,1,1,3,1987,0,1,2.130289814,1.96153986,1,2825962
Kacyiru,Bungalow,181,3,1,3,2018,1,0,6.53185799,4.284071514,1,3324421
Nyarutarama,House,146,1,2,2,1987,1,1,4.996800997,1.326176404,1,2784788
Gacuriro,House,172,4,1,3,1990,0,1,4.195550098,0.667406493,0,5116964
Kacyiru,House,178,2,3,1,1985,0,0,5.876336182,2.437678973,1,3485854
Kimironko,House,88,5,2,3,1999,1,1,5.472387262,2.261512951,0,4629482
Gacuriro,House,50,4,1,2,2007,0,1,5.465680672,3.127029161,0,1660918
Gacuriro,Villa,211,1,2,3,2020,1,1,4.711717153,2.896668806,1,-957150
Remera,House,202,1,3,1,2012,1,1,3.345042455,1.403409303,1,4456437
Remera,House,251,3,3,1,2020,1,1,7.323070478,0.483851411,1,6800159
Nyamirambo,Villa,101,2,3,3,1992,0,0,3.470654609,2.851920711,1,-654532
Kacyiru,Bungalow,110,4,1,1,1983,1,1,1.372894329,2.751755042,1,6153222
Kicukiro,Apartment,132,1,1,2,2022,1,0,1.223537847,1.498457008,0,5120409
Kanombe,House,126,1,2,2,1994,0,1,9.472688227,0,1,3765314
Kibagabaga,Bungalow,212,1,3,2,1986,1,1,3.730937235,2.452050029,1,6353050
Nyarutarama,House,73,3,2,2,1991,0,0,7.224240004,2.904832578,1,2196739
Kacyiru,Villa,105,2,2,1,2022,0,1,3.258666472,3.232207983,1,1667310
Remera,Bungalow,212,5,1,2,2012,1,0,3.784884201,1.334016777,1,6968026
Kanombe,House,240,5,1,1,2012,0,1,6.436980186,1.648527728,0,6119457
Kanombe,Villa,140,2,3,3,1988,0,0,4.93266836,0.704434085,1,2550913
Kanombe,Apartment,163,3,3,1,2004,0,1,2.808087185,3.011949773,1,3690497
Kanombe,Bungalow,196,5,3,1,2015,1,0,3.826700188,2.622753884,0,5632853
Nyarutarama,Apartment,95,4,3,1,1983,0,0,8.370168596,2.835497663,1,4641340
Kacyiru,Bungalow,211,5,1,1,2023,0,0,4.989623024,2.215089531,1,3178108
Remera,Apartment,116,4,2,2,2003,1,0,3.935252465,1.182906735,1,2504057
Nyamirambo,Apartment,269,3,1,1,1989,0,0,4.010916314,0.51326087,0,256416
Gacuriro,Apartment,174,1,1,3,2001,0,0,4.478509724,1.92161321,0,684078
Kibagabaga,Apartment,194,5,3,1,1997,0,1,2.82689008,3.112269724,1,5009641
Remera,House,107,2,2,1,1980,1,0,2.662682621,3.395543619,0,3378239
Gacuriro,Bungalow,137,2,3,2,2002,0,1,4.288347213,1.660560775,1,1793720
Remera,Bungalow,50,5,2,1,2003,1,0,6.922755725,1.839898023,1,1242481
Remera,Apartment,139,2,3,1,2008,0,0,4.1108846,2.673092332,1,3043162
Kacyiru,House,139,4,2,3,1983,0,1,5.552588367,1.784714496,1,2218796
Kimironko,House,171,2,1,1,2005,1,0,2.277366534,1.129937448,1,1468372
